id,user_id,order_date,status
1,755,2020-01-01,shipped
2,183,2020-01-01,shipped
3,150,2020-01-01,completed
4,206,2020-01-01,completed
5,652,2020-01-01,completed
6,538,2020-01-01,completed
7,661,2020-01-01,completed
8,527,2020-01-01,completed
9,239,2020-01-01,completed
10,670,2020-01-01,completed
11,189,2020-01-01,completed
12,204,2020-01-01,completed
13,65,2020-01-01,shipped
14,120,2020-01-01,completed
15,534,2020-01-01,completed
16,245,2020-01-01,completed
17,591,2020-01-01,completed
18,95,2020-01-01,shipped
19,135,2020-01-01,completed
20,601,2020-01-01,completed
21,739,2020-01-01,shipped
22,92,2020-01-01,completed
23,282,2020-01-01,completed
24,887,2020-01-01,completed
25,60,2020-01-01,completed
26,571,2020-01-01,placed
27,284,2020-01-01,return_pending
28,812,2020-01-01,completed
29,379,2020-01-01,completed
30,280,2020-01-01,completed
31,178,2020-01-01,placed
32,113,2020-01-01,completed
33,704,2020-01-01,completed
34,561,2020-01-01,completed
35,63,2020-01-01,placed
36,824,2020-01-01,placed
37,3,2020-01-01,completed
38,544,2020-01-01,completed
39,694,2020-01-01,completed
40,168,2020-01-01,completed
41,768,2020-01-01,returned
42,194,2020-01-01,completed
43,848,2020-01-01,completed
44,539,2020-01-01,completed
45,155,2020-01-01,completed
46,341,2020-01-01,placed
47,318,2020-01-01,placed
48,34,2020-01-01,placed
49,602,2020-01-01,completed
50,705,2020-01-01,completed
51,140,2020-01-01,completed
52,743,2020-01-01,shipped
53,398,2020-01-01,return_pending
54,310,2020-01-01,completed
55,167,2020-01-01,shipped
56,598,2020-01-01,completed
57,56,2020-01-01,completed
58,5,2020-01-01,completed
59,731,2020-01-01,completed
60,311,2020-01-01,completed
61,698,2020-01-01,shipped
62,360,2020-01-01,shipped
63,642,2020-01-01,returned
64,118,2020-01-01,shipped
65,172,2020-01-01,placed
66,301,2020-01-01,completed
67,103,2020-01-01,completed
68,518,2020-01-01,completed
69,198,2020-01-01,completed
70,720,2020-01-01,completed
71,637,2020-01-01,completed
72,629,2020-01-01,completed
73,664,2020-01-01,placed
74,843,2020-01-01,completed
75,241,2020-01-01,completed
76,181,2020-01-01,completed
77,522,2020-01-01,completed
78,176,2020-01-01,completed
79,74,2020-01-01,completed
80,115,2020-01-01,completed
81,343,2020-01-01,completed
82,377,2020-01-01,completed
83,521,2020-01-01,shipped
84,129,2020-01-01,shipped
85,111,2020-01-01,completed
86,555,2020-01-01,completed
87,519,2020-01-01,completed
88,530,2020-01-01,completed
89,33,2020-01-01,placed
90,639,2020-01-01,completed
91,876,2020-01-01,completed
92,773,2020-01-01,completed
93,636,2020-01-01,completed
94,16,2020-01-01,completed
95,656,2020-01-01,completed
96,607,2020-01-01,returned
97,755,2020-01-02,placed
98,150,2020-01-02,completed
99,206,2020-01-02,placed
100,538,2020-01-02,completed
101,661,2020-01-02,completed
102,290,2020-01-02,completed
103,405,2020-01-02,returned
104,734,2020-01-02,returned
105,670,2020-01-02,completed
106,189,2020-01-02,completed
107,204,2020-01-02,completed
108,65,2020-01-02,completed
109,833,2020-01-02,completed
110,362,2020-01-02,completed
111,534,2020-01-02,placed
112,245,2020-01-02,placed
113,591,2020-01-02,placed
114,95,2020-01-02,completed
115,308,2020-01-02,completed
116,135,2020-01-02,completed
117,601,2020-01-02,completed
118,552,2020-01-02,completed
119,92,2020-01-02,returned
120,887,2020-01-02,shipped
121,232,2020-01-02,completed
122,60,2020-01-02,shipped
123,284,2020-01-02,completed
124,812,2020-01-02,completed
125,178,2020-01-02,shipped
126,113,2020-01-02,completed
127,561,2020-01-02,completed
128,63,2020-01-02,completed
129,3,2020-01-02,completed
130,787,2020-01-02,completed
131,168,2020-01-02,completed
132,768,2020-01-02,completed
133,194,2020-01-02,completed
134,848,2020-01-02,completed
135,830,2020-01-02,completed
136,155,2020-01-02,placed
137,34,2020-01-02,completed
138,387,2020-01-02,return_pending
139,602,2020-01-02,completed
140,140,2020-01-02,completed
141,743,2020-01-02,completed
142,167,2020-01-02,completed
143,56,2020-01-02,shipped
144,5,2020-01-02,completed
145,735,2020-01-02,placed
